heat_transfer_coefficient,tool_thickness,max_temperature
70.70139721,0.016577199,189.84
63.41360017,0.02475159,183.8
13.22278057,0.02288078,179.37
74.99714245,0.016523368,190
48.41670189,0.011823063,194.8
34.54640335,0.033361938,180
53.40122181,0.025765182,182.79
69.35938524,0.001754448,211.44
16.75284321,0.026971989,179.03
48.44984199,0.022333895,184.31
85.84126903,0.032000669,182.03
79.88419754,0.023422468,185.26
58.97079142,0.012405316,194.06
66.95051075,0.025667987,183.54
48.80603276,0.03267861,180.25
68.15110653,0.02080004,186.39
60.25246207,0.035876684,180.18
62.32726674,0.008556167,199.38
77.85511689,0.049589788,180.02
38.99570655,0.018586316,186.42
30.34553818,0.032409476,179.92
29.1626784,0.022547337,182.5
87.85370004,0.048604586,180.04
47.88642227,0.009807469,198.01
26.61313042,0.030836523,179.86
58.60909878,0.039320846,180.05
